date,slot,gamma,observed_count,observed_price_sum,baseline_observed_sum,baseline_price_yuan_per_kwh
2025-03-20,1,1.0447031431873233,1,0.4487,0.4295,0.4295
2025-03-20,2,1.0410669173361835,2,0.886,0.85105,0.42155
2025-03-20,3,1.0316440823991293,3,1.3171,1.2767,0.42565
2025-03-20,4,1.0160986221894033,4,1.7515,1.72375,0.44705
2025-03-20,5,0.9991043747842466,5,2.1753,2.17725,0.4535
2025-03-20,6,0.9951672365376036,6,2.6048999999999998,2.61755,0.4403
2025-03-20,7,1.0178228860938798,7,3.1037999999999997,3.04945,0.4319
2025-03-20,8,1.0403214193136603,8,3.6121,3.4720999999999997,0.42264999999999997
2025-03-20,9,1.0445333710768443,9,4.0588999999999995,3.8858499999999996,0.41375
2025-03-20,10,1.0426851937910022,10,4.487299999999999,4.303599999999999,0.41775
2025-03-20,11,1.0407133811732712,11,4.930899999999999,4.7379999999999995,0.4344
2025-03-20,12,1.040781615415636,12,5.384899999999999,5.1739,0.4359
2025-03-20,13,1.0453750145804726,13,5.8252999999999995,5.57245,0.39854999999999996
2025-03-20,14,1.0478714953464645,14,6.2658,5.97955,0.4071
2025-03-20,15,1.0445466838675965,15,6.7203,6.4337,0.45415
2025-03-20,16,1.040415049919193,16,7.1592,6.8811,0.4474
2025-03-20,17,1.0321857004115842,17,7.546,7.3107,0.4296
2025-03-20,18,1.0227451994567762,18,7.909400000000001,7.733499999999999,0.42279999999999995
2025-03-20,19,1.0253734183819427,19,8.351,8.14435,0.41085
2025-03-20,20,1.0287434283683692,20,8.834900000000001,8.588049999999999,0.4437
2025-03-20,21,1.0234599583667219,21,9.292300000000001,9.0793,0.49124999999999996
2025-03-20,22,1.0214830142223712,22,9.7498,9.54475,0.46545000000000003
2025-03-20,23,1.0236653769820354,23,10.2127,9.976600000000001,0.43185
2025-03-20,24,1.0224883527892348,24,10.6553,10.420950000000001,0.44435
2025-03-20,25,1.013765820608757,25,11.0576,10.90745,0.4865
2025-03-20,26,1.007522298870688,26,11.465100000000001,11.3795,0.47204999999999997
2025-03-20,27,1.009936566990173,27,11.917100000000001,11.79985,0.42035
2025-03-20,28,1.0121846043170524,28,12.381700000000002,12.23265,0.43279999999999996
2025-03-20,29,1.0121733919926037,29,12.837800000000001,12.683399999999999,0.45075
2025-03-20,30,1.0115319996799073,30,13.275700000000002,13.12435,0.44095
2025-03-20,31,1.0098489290072525,31,13.693400000000002,13.559849999999999,0.4355
2025-03-20,32,1.0098939273969052,32,14.157400000000003,14.018699999999999,0.45885
2025-03-20,33,1.0104896915222301,33,14.637600000000003,14.48565,0.46695
2025-03-20,34,1.0048736667805642,34,14.989600000000003,14.9169,0.43125
2025-03-20,35,1.0015535691884452,35,15.569000000000003,15.54485,0.62795
2025-03-20,36,1.0054492774706019,36,16.587500000000002,16.4976,0.95275
2025-03-20,37,1.004949731079796,37,17.582500000000003,17.4959,0.9983
2025-03-20,38,1.0009345313392515,38,18.475700000000003,18.45845,0.96255
2025-03-20,39,0.9990474866518901,39,19.403800000000004,19.4223,0.96385
2025-03-20,40,0.9992626057545758,40,20.326900000000006,20.341900000000003,0.9196
2025-03-20,41,1.000016487230593,41,21.228900000000007,21.228550000000002,0.8866499999999999
2025-03-20,42,0.9996923967719307,42,22.099600000000006,22.1064,0.87785
2025-03-20,43,0.9977429783970357,43,22.898800000000005,22.9506,0.8442000000000001
2025-03-20,44,0.997169821246289,44,23.694500000000005,23.761750000000003,0.81115
2025-03-20,45,0.9989765211504964,45,24.499100000000006,24.524200000000004,0.7624500000000001
2025-03-20,46,0.9990960272777338,46,25.199200000000005,25.222000000000005,0.6978
2025-03-20,47,0.9969131018063618,47,26.045900000000003,26.126550000000005,0.90455
2025-03-20,48,0.9949402755164888,48,27.224700000000002,27.363149999999997,1.2366
2025-03-20,49,0.9954321130149457,49,28.460300000000004,28.590899999999998,1.22775
2025-03-20,50,0.9970909115367725,50,29.647900000000003,29.734399999999997,1.1435
2025-03-20,51,0.9980091523913339,51,30.804800000000004,30.866249999999997,1.13185
2025-03-20,52,0.9981721496959011,52,31.891700000000004,31.9501,1.08385
2025-03-20,53,0.9973948281055511,53,32.9444,33.03045,1.08035
2025-03-20,54,0.9961063512308118,54,34.0124,34.14535,1.1149
2025-03-20,55,0.995682865146984,55,35.0796,35.231700000000004,1.08635
2025-03-20,56,0.9956740850138457,56,36.1359,36.2929,1.0612
2025-03-20,57,0.9950701991328744,57,37.1703,37.35445,1.06155
2025-03-20,58,0.9939188749267269,58,38.163999999999994,38.3975,1.04305
2025-03-20,59,0.9929159113094155,59,39.1611,39.4405,1.043
2025-03-20,60,0.9920890588980246,60,40.1742,40.494550000000004,1.0540500000000002
2025-03-20,61,0.9904930281403236,61,41.1222,41.51690000000001,1.02235
2025-03-20,62,0.9891221975890676,62,42.028,42.49020000000001,0.9733
2025-03-20,63,0.9884576885462578,63,42.9559,43.45750000000001,0.9673
2025-03-20,64,0.9868788420906822,64,43.8829,44.466350000000006,1.00885
2025-03-20,65,0.9853757479313726,65,44.6457,45.3083,0.84195
2025-03-20,66,0.984884462194788,66,45.189699999999995,45.883250000000004,0.57495
2025-03-20,67,0.9839467358721378,67,45.72429999999999,46.4703,0.58705
2025-03-20,68,0.9831108261811703,68,46.311499999999995,47.1071,0.6368
2025-03-20,69,0.9827690282662346,69,46.88849999999999,47.7106,0.6034999999999999
2025-03-20,70,0.9812931206659224,70,47.41259999999999,48.316449999999996,0.60585
2025-03-20,71,0.9797732915857631,71,47.92369999999999,48.91305,0.5966
2025-03-20,72,0.9790910165854759,72,48.43949999999999,49.47395,0.5609
2025-03-20,73,0.9774360481446741,73,48.89139999999999,50.020050000000005,0.5461
2025-03-20,74,0.9757462243775663,74,49.33489999999999,50.56120000000001,0.54115
2025-03-20,75,0.975554552672083,75,49.82639999999999,51.07495000000001,0.5137499999999999
2025-03-20,76,0.9760637111430301,76,50.32359999999999,51.55770000000001,0.48275
2025-03-20,77,0.9760570808840302,77,50.983999999999995,52.23465000000001,0.6769499999999999
2025-03-20,78,0.9752347906502714,78,51.8841,53.20165000000001,0.9670000000000001
2025-03-20,79,0.9745601275869781,79,52.7966,54.174800000000005,0.97315
2025-03-20,80,0.9745873494658837,80,53.715599999999995,55.11625000000001,0.9414499999999999
2025-03-20,81,0.9749234460165017,81,54.6973,56.104200000000006,0.98795
2025-03-20,82,0.9745601565366956,82,55.6334,57.08565000000001,0.9814499999999999
2025-03-20,83,0.9735670943097035,83,56.5163,58.05075000000001,0.9651000000000001
2025-03-20,84,0.9726026817063883,84,57.4087,59.025850000000005,0.9751000000000001
2025-03-20,85,0.9721009859500905,85,58.3438,60.01825000000001,0.9924
2025-03-20,86,0.9723706467009176,86,59.325500000000005,61.01120000000001,0.99295
2025-03-20,87,0.9729572873617539,87,60.3522,62.02965000000001,1.01845
2025-03-20,88,0.9727186252309594,88,61.4069,63.12915,1.0995
2025-03-20,89,0.9723990646288861,89,62.3336,64.1029,0.97375
